PermissionName,ApplicationPermission,DelegatePermission,Description,ApiCount,ApplicationGuid,DelegateGuid,SourceFiles,View
ResourceSpecificPermissionGrant.ReadForTeam.All,False,False,Read resource specific permissions granted on a team,0,,,,https://graphpermissions.merill.net/permission/ResourceSpecificPermissionGrant.ReadForTeam.All.html
ResourceSpecificPermissionGrant.ReadForUser.All,False,False,Read all resource specific permissions granted on user accounts,1,,,user-list-permissiongrants|user-list-permissiongrants|,https://graphpermissions.merill.net/permission/ResourceSpecificPermissionGrant.ReadForUser.All.html
RoleAssignmentSchedule.Read.Directory,False,False,Read all active role assignments for your company's directory,13,,,unifiedroleassignmentscheduleinstance-filterbycurrentuser|unifiedroleassignmentscheduleinstance-filt,https://graphpermissions.merill.net/permission/RoleAssignmentSchedule.Read.Directory.html
RoleAssignmentSchedule.ReadWrite.Directory,False,False,"Read, update, and delete all active role assignments for your company's directory",22,,,unifiedroleassignmentschedulerequest-get|unifiedroleassignmentschedulerequest-get|unifiedroleassignm,https://graphpermissions.merill.net/permission/RoleAssignmentSchedule.ReadWrite.Directory.html
RoleAssignmentSchedule.Remove.Directory,False,False,Delete all active role assignments for your company's directory,1,,,rbacapplication-post-roleassignmentschedulerequests|rbacapplication-post-roleassignmentschedulereque,https://graphpermissions.merill.net/permission/RoleAssignmentSchedule.Remove.Directory.html
RoleEligibilitySchedule.Read.Directory,False,False,Read all eligible role assignments for your company's directory,15,,,unifiedroleeligibilityscheduleinstance-filterbycurrentuser|unifiedroleeligibilityscheduleinstance-fi,https://graphpermissions.merill.net/permission/RoleEligibilitySchedule.Read.Directory.html
RoleEligibilitySchedule.ReadWrite.Directory,False,False,"Read, update, and delete  all eligible role assignments for your company's directory",18,,,unifiedroleeligibilityscheduleinstance-filterbycurrentuser|unifiedroleeligibilityscheduleinstance-fi,https://graphpermissions.merill.net/permission/RoleEligibilitySchedule.ReadWrite.Directory.html
RoleEligibilitySchedule.Remove.Directory,False,False,Delete all eligible role assignments for your company's directory,1,,,rbacapplication-post-roleassignmentschedulerequests|rbacapplication-post-roleassignmentschedulereque,https://graphpermissions.merill.net/permission/RoleEligibilitySchedule.Remove.Directory.html
RoleManagement.Read.All,False,False,Read role management data for all RBAC providers,43,,,policyroot-list-rolemanagementpolicyassignments|policyroot-list-rolemanagementpolicyassignments|rbac,https://graphpermissions.merill.net/permission/RoleManagement.Read.All.html
RoleManagement.Read.CloudPC,False,False,Read Cloud PC RBAC settings,2,,,unifiedroledefinition-get|unifiedroledefinition-get|rbacapplication-list-roledefinitions|rbacapplica,https://graphpermissions.merill.net/permission/RoleManagement.Read.CloudPC.html
RoleManagement.Read.Directory,False,False,Read directory RBAC settings,72,,,policyroot-list-rolemanagementpolicyassignments|policyroot-list-rolemanagementpolicyassignments|rbac,https://graphpermissions.merill.net/permission/RoleManagement.Read.Directory.html
RoleManagement.Read.Exchange,False,False,Read Exchange Online RBAC configuration,6,,,rbacapplication-list-roleassignments|rbacapplication-list-roleassignments|unifiedrbacapplication-lis,https://graphpermissions.merill.net/permission/RoleManagement.Read.Exchange.html
RoleManagement.ReadWrite.CloudPC,False,False,Read and write Cloud PC RBAC settings,5,,,unifiedroledefinition-update|unifiedroledefinition-update|unifiedroledefinition-update|unifiedrolede,https://graphpermissions.merill.net/permission/RoleManagement.ReadWrite.CloudPC.html
RoleManagement.ReadWrite.Directory,False,False,Read and write directory RBAC settings,88,,,policyroot-list-rolemanagementpolicyassignments|policyroot-list-rolemanagementpolicyassignments|rbac,https://graphpermissions.merill.net/permission/RoleManagement.ReadWrite.Directory.html
RoleManagement.ReadWrite.Exchange,False,False,Read and write Exchange Online RBAC configuration,11,,,rbacapplication-list-roleassignments|rbacapplication-list-roleassignments|customappscope-delete|cust,https://graphpermissions.merill.net/permission/RoleManagement.ReadWrite.Exchange.html
RoleManagementAlert.Read.Directory,False,False,Read all alert data for your company's directory,9,,,unifiedrolemanagementalertincident-get|unifiedrolemanagementalertincident-get|rolemanagementalert-li,https://graphpermissions.merill.net/permission/RoleManagementAlert.Read.Directory.html
RoleManagementAlert.ReadWrite.Directory,False,False,"Read all alert data, configure alerts, and take actions on all alerts for your company's directory",13,,,unifiedrolemanagementalertincident-get|unifiedrolemanagementalertincident-get|rolemanagementalert-li,https://graphpermissions.merill.net/permission/RoleManagementAlert.ReadWrite.Directory.html
RoleManagementPolicy.Read.AzureADGroup,False,False,Read all policies in PIM for Groups,6,,,policyroot-list-rolemanagementpolicyassignments|policyroot-list-rolemanagementpolicyassignments|unif,https://graphpermissions.merill.net/permission/RoleManagementPolicy.Read.AzureADGroup.html
RoleManagementPolicy.Read.Directory,False,False,Read all policies for privileged role assignments of your company's directory,7,,,policyroot-list-rolemanagementpolicyassignments|policyroot-list-rolemanagementpolicyassignments|unif,https://graphpermissions.merill.net/permission/RoleManagementPolicy.Read.Directory.html
RoleManagementPolicy.ReadWrite.AzureADGroup,False,False,"Read, update, and delete all policies in PIM for Groups",8,,,policyroot-list-rolemanagementpolicyassignments|policyroot-list-rolemanagementpolicyassignments|unif,https://graphpermissions.merill.net/permission/RoleManagementPolicy.ReadWrite.AzureADGroup.html
RoleManagementPolicy.ReadWrite.Directory,False,False,"Read, update, and delete all policies for privileged role assignments of your company's directory",9,,,policyroot-list-rolemanagementpolicyassignments|policyroot-list-rolemanagementpolicyassignments|unif,https://graphpermissions.merill.net/permission/RoleManagementPolicy.ReadWrite.Directory.html
Schedule-WorkingTime.ReadWrite.All,False,False,Trigger working time policies and read the working time status,3,,,workingtimeschedule-startworkingtime|workingtimeschedule-endworkingtime|workingtimeschedule-get|work,https://graphpermissions.merill.net/permission/Schedule-WorkingTime.ReadWrite.All.html
Schedule.Read.All,False,False,Read user schedule items,35,,,shift-get|shift-get|schedule-get|schedule-get|shift-delete|swapshiftschangerequest-list|swapshiftsch,https://graphpermissions.merill.net/permission/Schedule.Read.All.html
Schedule.ReadWrite.All,False,False,Read and write user schedule items,77,,,schedule-post-schedulinggroups|schedule-post-schedulinggroups|shift-get|shift-get|offershiftrequest-,https://graphpermissions.merill.net/permission/Schedule.ReadWrite.All.html
SchedulePermissions.ReadWrite.All,False,False,Read/Write schedule permissions for a role.,2,,,shiftsroledefinition-get|shiftsroledefinition-get|shiftsroledefinition-update|shiftsroledefinition-u,https://graphpermissions.merill.net/permission/SchedulePermissions.ReadWrite.All.html
SearchConfiguration.Read.All,False,False,Read your organization's search configuration,15,,,search-qna-get|search-qna-get|search-bookmark-get|search-bookmark-get|search-searchentity-list-qnas|,https://graphpermissions.merill.net/permission/SearchConfiguration.Read.All.html
SearchConfiguration.ReadWrite.All,False,False,Read and write your organization's search configuration,15,,,search-qna-get|search-qna-get|search-bookmark-get|search-bookmark-get|search-searchentity-list-qnas|,https://graphpermissions.merill.net/permission/SearchConfiguration.ReadWrite.All.html
SecurityActions.Read.All,False,False,Read your organization's security actions,2,,,securityactions-list|securityaction-get|,https://graphpermissions.merill.net/permission/SecurityActions.Read.All.html
SecurityActions.ReadWrite.All,False,False,Read and update your organization's security actions,4,,,securityactions-list|securityactions-post|securityaction-get|securityaction-cancelsecurityaction|,https://graphpermissions.merill.net/permission/SecurityActions.ReadWrite.All.html
SecurityAlert.Read.All,False,False,Read all security alerts,2,,,security-list-alerts_v2|security-list-alerts_v2|security-alert-get|security-alert-get|security-list-,https://graphpermissions.merill.net/permission/SecurityAlert.Read.All.html
SecurityAlert.ReadWrite.All,False,False,Read and write to all security alerts,4,,,security-list-alerts_v2|security-list-alerts_v2|security-alert-update|security-alert-update|security,https://graphpermissions.merill.net/permission/SecurityAlert.ReadWrite.All.html
SecurityAnalyzedMessage.Read.All,False,False,Read metadata and detection details for emails in your organization,2,,,security-analyzedemail-get|security-collaborationroot-list-analyzedemails|,https://graphpermissions.merill.net/permission/SecurityAnalyzedMessage.Read.All.html
SecurityAnalyzedMessage.ReadWrite.All,False,False,"Read metadata, detection details, and execute remediation actions on emails in your organization",3,,,security-analyzedemail-get|security-collaborationroot-list-analyzedemails|security-analyzedemail-rem,https://graphpermissions.merill.net/permission/SecurityAnalyzedMessage.ReadWrite.All.html
SecurityEvents.Read.All,False,False,Read your organization’s security events,17,,,security-list-securescores|security-list-securescores|security-list-securescores|security-list-secur,https://graphpermissions.merill.net/permission/SecurityEvents.Read.All.html
SecurityEvents.ReadWrite.All,False,False,Read and update your organization’s security events,26,,,security-list-securescores|security-list-securescores|security-list-securescores|security-list-secur,https://graphpermissions.merill.net/permission/SecurityEvents.ReadWrite.All.html
SecurityIdentitiesHealth.Read.All,False,False,Read identity security health issues,2,,,security-identitycontainer-list-healthissues|security-identitycontainer-list-healthissues|security-h,https://graphpermissions.merill.net/permission/SecurityIdentitiesHealth.Read.All.html
SecurityIdentitiesHealth.ReadWrite.All,False,False,Read and write identity security health issues,3,,,security-healthissue-update|security-healthissue-update|security-identitycontainer-list-healthissues,https://graphpermissions.merill.net/permission/SecurityIdentitiesHealth.ReadWrite.All.html
SecurityIdentitiesSensors.Read.All,False,False,Read identity security sensors,3,,,security-sensor-getdeploymentpackageuri|security-sensor-getdeploymentpackageuri|security-identitycon,https://graphpermissions.merill.net/permission/SecurityIdentitiesSensors.Read.All.html
SecurityIdentitiesSensors.ReadWrite.All,False,False,Read and write identity security sensors,3,,,security-sensor-update|security-sensor-update|security-sensor-getdeploymentaccesskey|security-sensor,https://graphpermissions.merill.net/permission/SecurityIdentitiesSensors.ReadWrite.All.html
SecurityIdentitiesUserActions.Read.All,False,False,Read identity security available user actions,0,,,,https://graphpermissions.merill.net/permission/SecurityIdentitiesUserActions.Read.All.html
SecurityIdentitiesUserActions.ReadWrite.All,False,False,Read and perform identity security available user actions,0,,,,https://graphpermissions.merill.net/permission/SecurityIdentitiesUserActions.ReadWrite.All.html
SecurityIncident.Read.All,False,False,Read incidents,2,,,security-incident-get|security-incident-get|security-list-incidents|security-list-incidents|security,https://graphpermissions.merill.net/permission/SecurityIncident.Read.All.html
SecurityIncident.ReadWrite.All,False,False,Read and write to incidents,4,,,security-incident-get|security-incident-get|security-list-incidents|security-list-incidents|security,https://graphpermissions.merill.net/permission/SecurityIncident.ReadWrite.All.html
ServiceActivity-Exchange.Read.All,False,False,Read all Exchange service activity,0,,,,https://graphpermissions.merill.net/permission/ServiceActivity-Exchange.Read.All.html
ServiceActivity-Microsoft365Web.Read.All,False,False,Read all Microsoft 365 Web service activity,0,,,,https://graphpermissions.merill.net/permission/ServiceActivity-Microsoft365Web.Read.All.html
ServiceActivity-OneDrive.Read.All,False,False,Read all One Drive service activity,0,,,,https://graphpermissions.merill.net/permission/ServiceActivity-OneDrive.Read.All.html
ServiceActivity-Teams.Read.All,False,False,Read all Teams service activity,0,,,,https://graphpermissions.merill.net/permission/ServiceActivity-Teams.Read.All.html
ServiceHealth.Read.All,False,False,Read service health,5,,,servicehealth-get|servicehealth-get|servicehealthissue-incidentreport|servicehealthissue-incidentrep,https://graphpermissions.merill.net/permission/ServiceHealth.Read.All.html
ServiceMessage.Read.All,False,False,Read service announcement messages,4,,,serviceannouncement-list-messages|serviceannouncement-list-messages|serviceupdatemessage-list-attach,https://graphpermissions.merill.net/permission/ServiceMessage.Read.All.html
ServicePrincipalEndpoint.Read.All,False,False,Read service principal endpoints,0,,,,https://graphpermissions.merill.net/permission/ServicePrincipalEndpoint.Read.All.html
ServicePrincipalEndpoint.ReadWrite.All,False,False,Read and update service principal endpoints,0,,,,https://graphpermissions.merill.net/permission/ServicePrincipalEndpoint.ReadWrite.All.html
SharePointTenantSettings.Read.All,False,False,Read SharePoint and OneDrive tenant settings,1,,,sharepointsettings-get|sharepointsettings-get|sharepointsettings-get|sharepointsettings-get|,https://graphpermissions.merill.net/permission/SharePointTenantSettings.Read.All.html
SharePointTenantSettings.ReadWrite.All,False,False,Read and change SharePoint and OneDrive tenant settings,2,,,sharepointsettings-get|sharepointsettings-get|sharepointsettings-update|sharepointsettings-update|sh,https://graphpermissions.merill.net/permission/SharePointTenantSettings.ReadWrite.All.html
ShortNotes.Read.All,False,False,Read all users' short notes,0,,,,https://graphpermissions.merill.net/permission/ShortNotes.Read.All.html
ShortNotes.ReadWrite.All,False,False,"Read, create, edit, and delete all users' short notes",0,,,,https://graphpermissions.merill.net/permission/ShortNotes.ReadWrite.All.html
Sites.FullControl.All,False,False,Have full control of all site collections,79,,,documentsetversion-delete|documentsetversion-delete|listitem-list-documentsetversions|listitem-list-,https://graphpermissions.merill.net/permission/Sites.FullControl.All.html
Sites.Manage.All,False,False,"Create, edit, and delete items and lists in all site collections",78,,,documentsetversion-delete|documentsetversion-delete|listitem-list-documentsetversions|listitem-list-,https://graphpermissions.merill.net/permission/Sites.Manage.All.html
Sites.Read.All,False,False,Read items in all site collections,240,,,listitem-list-documentsetversions|listitem-list-documentsetversions|driveitem-list-permissions|drive,https://graphpermissions.merill.net/permission/Sites.Read.All.html
Sites.ReadWrite.All,False,False,Edit or delete items in all site collections,393,,,documentsetversion-delete|documentsetversion-delete|listitem-list-documentsetversions|listitem-list-,https://graphpermissions.merill.net/permission/Sites.ReadWrite.All.html
Sites.Selected,False,False,"Access selected Sites, on behalf of the signed-in user",11,,,documentsetversion-delete|documentsetversion-delete|listitem-list-documentsetversions|listitem-list-,https://graphpermissions.merill.net/permission/Sites.Selected.html
SpiffeTrustDomain.Read.All,False,False,Read SPIFFE trust domains and child resources,0,,,,https://graphpermissions.merill.net/permission/SpiffeTrustDomain.Read.All.html
SpiffeTrustDomain.ReadWrite.All,False,False,Read and write SPIFFE trust domains and child resources,0,,,,https://graphpermissions.merill.net/permission/SpiffeTrustDomain.ReadWrite.All.html
SubjectRightsRequest.Read.All,False,False,Read subject rights requests,12,,,subjectrightsrequest-getfinalreport|subjectrightsrequest-getfinalreport|subjectrightsrequest-get|sub,https://graphpermissions.merill.net/permission/SubjectRightsRequest.Read.All.html
SubjectRightsRequest.ReadWrite.All,False,False,Read and write subject rights requests,18,,,subjectrightsrequest-getfinalreport|subjectrightsrequest-getfinalreport|subjectrightsrequest-get|sub,https://graphpermissions.merill.net/permission/SubjectRightsRequest.ReadWrite.All.html
Synchronization.Read.All,False,False,Read all Azure AD synchronization data,13,,,synchronization-synchronizationjob-get|synchronization-synchronizationjob-get|synchronization-synchr,https://graphpermissions.merill.net/permission/Synchronization.Read.All.html
Synchronization.ReadWrite.All,False,False,Read and write all Azure AD synchronization data,38,,,synchronization-synchronizationjob-restart|synchronization-synchronizationjob-restart|synchronizatio,https://graphpermissions.merill.net/permission/Synchronization.ReadWrite.All.html
SynchronizationData-User.Upload,False,False,Upload user data to the identity synchronization service,1,,,synchronization-synchronizationjob-post-bulkupload|synchronization-synchronizationjob-post-bulkuploa,https://graphpermissions.merill.net/permission/SynchronizationData-User.Upload.html
Tasks.Read.All,False,False,Read all users’ tasks and tasklist,57,,,plannerbucket-get|plannertask-get|planner-list-plans|todotask-get|todotask-get|todotask-list-linkedr,https://graphpermissions.merill.net/permission/Tasks.Read.All.html
Tasks.ReadWrite.All,False,False,Read and write all users’ tasks and tasklists,111,,,plannerbucket-get|plannertask-delete|plannertask-get|plannerplan-update|planner-list-plans|plannerpl,https://graphpermissions.merill.net/permission/Tasks.ReadWrite.All.html
Team.Create,False,False,Create teams,2,,,team-post|team-post|team-clone|team-clone|team-post|team-post|team-clone|team-clone|,https://graphpermissions.merill.net/permission/Team.Create.html
Team.ReadBasic.All,False,False,Read the names and descriptions of teams,20,,,teams-list|teams-list|associatedteaminfo-list|associatedteaminfo-list|teamwork-list-deletedteams|tea,https://graphpermissions.merill.net/permission/Team.ReadBasic.All.html
TeamMember.Read.All,False,False,Read the members of teams,8,,,subscription-post-subscriptions|subscription-post-subscriptions|subscription-get|subscription-get|su,https://graphpermissions.merill.net/permission/TeamMember.Read.All.html
TeamMember.ReadWrite.All,False,False,Add and remove members from teams,15,,,team-post-members|team-post-members|conversationmember-update|conversationmember-update|team-update-,https://graphpermissions.merill.net/permission/TeamMember.ReadWrite.All.html
TeamMember.ReadWriteNonOwnerRole.All,False,False,Add and remove members with non-owner role for all teams,0,,,,https://graphpermissions.merill.net/permission/TeamMember.ReadWriteNonOwnerRole.All.html
TeamsActivity.Read.All,False,False,Read all users' teamwork activity feed,0,,,,https://graphpermissions.merill.net/permission/TeamsActivity.Read.All.html
TeamsActivity.Send,False,False,Send a teamwork activity as the user,4,,,userteamwork-sendactivitynotification|userteamwork-sendactivitynotification|chat-sendactivitynotific,https://graphpermissions.merill.net/permission/TeamsActivity.Send.html
TeamsAppInstallation.Read.All,False,False,Read installed Teams apps for all installation scopes,8,,,userscopeteamsappinstallation-get-chat|userteamwork-get-installedapps|chat-list-installedapps|team-g,https://graphpermissions.merill.net/permission/TeamsAppInstallation.Read.All.html
TeamsAppInstallation.ReadForChat.All,False,False,Read installed Teams apps for all chats,3,,,chat-list-permissiongrants|chat-list-installedapps|chat-get-installedapps|chat-list-permissiongrants,https://graphpermissions.merill.net/permission/TeamsAppInstallation.ReadForChat.All.html
TeamsAppInstallation.ReadForTeam.All,False,False,Read installed Teams apps for all teams,3,,,team-get-installedapps|team-list-permissiongrants|team-list-installedapps|team-get-installedapps|tea,https://graphpermissions.merill.net/permission/TeamsAppInstallation.ReadForTeam.All.html
TeamsAppInstallation.ReadForUser.All,False,False,Read installed Teams apps for all users,3,,,userscopeteamsappinstallation-get-chat|userteamwork-get-installedapps|userteamwork-list-installedapp,https://graphpermissions.merill.net/permission/TeamsAppInstallation.ReadForUser.All.html
TeamsAppInstallation.ReadWriteAndConsentForChat.All,False,False,Manage installation and permission grants of Teams apps for all chats,3,,,chat-post-installedapps|chat-list-installedapps|chat-teamsappinstallation-upgrade|chat-post-installe,https://graphpermissions.merill.net/permission/TeamsAppInstallation.ReadWriteAndConsentForChat.All.html
TeamsAppInstallation.ReadWriteAndConsentForTeam.All,False,False,Manage installation and permission grants of Teams apps for all teams,4,,,team-post-installedapps|team-get-installedapps|team-teamsappinstallation-upgrade|team-list-installed,https://graphpermissions.merill.net/permission/TeamsAppInstallation.ReadWriteAndConsentForTeam.All.html
TeamsAppInstallation.ReadWriteAndConsentForUser.All,False,False,Manage installation and permission grants of Teams apps in a user account,6,,,userteamwork-post-installedapps|userteamwork-teamsappinstallation-upgrade|userteamwork-get-installed,https://graphpermissions.merill.net/permission/TeamsAppInstallation.ReadWriteAndConsentForUser.All.html
TeamsAppInstallation.ReadWriteAndConsentSelfForChat.All,False,False,Allow the Teams app to manage itself and its permission grants for all chats,3,,,chat-post-installedapps|chat-list-installedapps|chat-teamsappinstallation-upgrade|chat-post-installe,https://graphpermissions.merill.net/permission/TeamsAppInstallation.ReadWriteAndConsentSelfForChat.All.html
TeamsAppInstallation.ReadWriteAndConsentSelfForTeam.All,False,False,Allow the Teams app to manage itself and its permission grants for all teams,4,,,team-post-installedapps|team-get-installedapps|team-teamsappinstallation-upgrade|team-list-installed,https://graphpermissions.merill.net/permission/TeamsAppInstallation.ReadWriteAndConsentSelfForTeam.All.html
TeamsAppInstallation.ReadWriteAndConsentSelfForUser.All,False,False,Allow the Teams app to manage itself and its permission grants in all user accounts,6,,,userteamwork-post-installedapps|userteamwork-teamsappinstallation-upgrade|userteamwork-get-installed,https://graphpermissions.merill.net/permission/TeamsAppInstallation.ReadWriteAndConsentSelfForUser.All.html
TeamsAppInstallation.ReadWriteForChat.All,False,False,Manage Teams apps for all chats,6,,,chat-list-permissiongrants|chat-post-installedapps|chat-list-installedapps|chat-teamsappinstallation,https://graphpermissions.merill.net/permission/TeamsAppInstallation.ReadWriteForChat.All.html
TeamsAppInstallation.ReadWriteForTeam.All,False,False,Manage Teams apps for all teams,6,,,team-post-installedapps|team-get-installedapps|team-teamsappinstallation-upgrade|team-delete-install,https://graphpermissions.merill.net/permission/TeamsAppInstallation.ReadWriteForTeam.All.html
TeamsAppInstallation.ReadWriteForUser.All,False,False,Manage Teams apps for all users,6,,,userscopeteamsappinstallation-get-chat|userteamwork-post-installedapps|userteamwork-teamsappinstalla,https://graphpermissions.merill.net/permission/TeamsAppInstallation.ReadWriteForUser.All.html
TeamsAppInstallation.ReadWriteSelfForChat.All,False,False,Allow the Teams app to manage itself for all chats,6,,,chat-list-permissiongrants|chat-post-installedapps|chat-list-installedapps|chat-teamsappinstallation,https://graphpermissions.merill.net/permission/TeamsAppInstallation.ReadWriteSelfForChat.All.html
TeamsAppInstallation.ReadWriteSelfForTeam.All,False,False,Allow the Teams app to manage itself for all teams,6,,,team-post-installedapps|team-get-installedapps|team-teamsappinstallation-upgrade|team-delete-install,https://graphpermissions.merill.net/permission/TeamsAppInstallation.ReadWriteSelfForTeam.All.html
TeamsAppInstallation.ReadWriteSelfForUser.All,False,False,Allow the app to manage itself for all users,6,,,userscopeteamsappinstallation-get-chat|userteamwork-post-installedapps|userteamwork-teamsappinstalla,https://graphpermissions.merill.net/permission/TeamsAppInstallation.ReadWriteSelfForUser.All.html
TeamSettings.Read.All,False,False,Read teams' settings,19,,,teams-list|teams-list|associatedteaminfo-list|associatedteaminfo-list|team-get|team-get|subscription,https://graphpermissions.merill.net/permission/TeamSettings.Read.All.html
TeamSettings.ReadWrite.All,False,False,Read and change teams' settings,24,,,teams-list|teams-list|associatedteaminfo-list|associatedteaminfo-list|team-unarchive|team-unarchive|,https://graphpermissions.merill.net/permission/TeamSettings.ReadWrite.All.html
TeamsTab.Create,False,False,Create tabs in Microsoft Teams.,3,,,chat-post-tabs|chat-post-tabs|channel-post-tabs|channel-post-tabs|chat-post-tabs|chat-post-tabs|chan,https://graphpermissions.merill.net/permission/TeamsTab.Create.html
TeamsTab.Read.All,False,False,Read tabs in Microsoft Teams.,5,,,chat-get-tabs|chat-get-tabs|chat-list-tabs|chat-list-tabs|channel-list-tabs|channel-list-tabs|channe,https://graphpermissions.merill.net/permission/TeamsTab.Read.All.html
TeamsTab.ReadWrite.All,False,False,Read and write tabs in Microsoft Teams.,12,,,chat-get-tabs|chat-get-tabs|chat-post-tabs|chat-post-tabs|chat-list-tabs|chat-list-tabs|channel-list,https://graphpermissions.merill.net/permission/TeamsTab.ReadWrite.All.html
TeamsTab.ReadWriteForChat.All,False,False,Allow the Teams app to manage all tabs for all chats,3,,,chat-get-tabs|chat-post-tabs|chat-list-tabs|chat-get-tabs|chat-post-tabs|chat-list-tabs|,https://graphpermissions.merill.net/permission/TeamsTab.ReadWriteForChat.All.html
TeamsTab.ReadWriteForTeam.All,False,False,Allow the Teams app to manage all tabs for all teams,7,,,channel-list-tabs|channel-get-tabs|channel-post-tabs|channel-patch-tabs|channel-delete-tabs|channel-,https://graphpermissions.merill.net/permission/TeamsTab.ReadWriteForTeam.All.html
TeamsTab.ReadWriteForUser.All,False,False,Allow the app to manage all tabs for all users,0,,,,https://graphpermissions.merill.net/permission/TeamsTab.ReadWriteForUser.All.html
TeamsTab.ReadWriteSelfForChat.All,False,False,Allow the Teams app to manage only its own tabs for all chats,5,,,chat-get-tabs|chat-post-tabs|chat-list-tabs|chat-patch-tabs|chat-delete-tabs|chat-get-tabs|chat-post,https://graphpermissions.merill.net/permission/TeamsTab.ReadWriteSelfForChat.All.html
TeamsTab.ReadWriteSelfForTeam.All,False,False,Allow the Teams app to manage only its own tabs for all teams,7,,,channel-list-tabs|channel-get-tabs|channel-post-tabs|channel-patch-tabs|channel-delete-tabs|channel-,https://graphpermissions.merill.net/permission/TeamsTab.ReadWriteSelfForTeam.All.html
TeamsTab.ReadWriteSelfForUser.All,False,False,Allow the Teams app to manage only its own tabs for all users,0,,,,https://graphpermissions.merill.net/permission/TeamsTab.ReadWriteSelfForUser.All.html
TeamsUserConfiguration.Read.All,False,False,Read Teams user configurations,0,,,,https://graphpermissions.merill.net/permission/TeamsUserConfiguration.Read.All.html
TeamTemplates.Read.All,False,False,Read all available Teams Templates,4,,,teamtemplate-list-definitions|teamwork-list-teamtemplates|teamtemplatedefinition-get-teamdefinition|,https://graphpermissions.merill.net/permission/TeamTemplates.Read.All.html
Teamwork.Migrate.All,False,False,Create chat and channel messages with anyone's identity and with any timestamp,7,,,chatmessage-post-replies|channel-post-messages|channel-post|team-post|chat-post-messages|channel-pos,https://graphpermissions.merill.net/permission/Teamwork.Migrate.All.html
Teamwork.Read.All,False,False,Read organizational teamwork settings,1,,,teamwork-get|teamwork-get|teamwork-get|teamwork-get|,https://graphpermissions.merill.net/permission/Teamwork.Read.All.html
TeamworkAppSettings.Read.All,False,False,Read Teams app settings,1,,,teamsappsettings-get|teamsappsettings-get|,https://graphpermissions.merill.net/permission/TeamworkAppSettings.Read.All.html
TeamworkAppSettings.ReadWrite.All,False,False,Read and write Teams app settings,2,,,teamsappsettings-update|teamsappsettings-get|teamsappsettings-update|teamsappsettings-get|,https://graphpermissions.merill.net/permission/TeamworkAppSettings.ReadWrite.All.html
TeamworkDevice.Read.All,False,False,Read Teams devices,7,,,teamworkdevice-list|teamworkdevice-list|teamworkdevicehealth-get|teamworkdevicehealth-get|teamworkde,https://graphpermissions.merill.net/permission/TeamworkDevice.Read.All.html
TeamworkDevice.ReadWrite.All,False,False,Read and write Teams devices,10,,,teamworkdevice-list|teamworkdevice-list|teamworkdevicehealth-get|teamworkdevicehealth-get|teamworkde,https://graphpermissions.merill.net/permission/TeamworkDevice.ReadWrite.All.html
TeamworkTag.Read.All,False,False,Read tags in Teams,8,,,teamworktagmember-list|teamworktag-list|teamworktagmember-get|teamworktag-get|teamworktagmember-list,https://graphpermissions.merill.net/permission/TeamworkTag.Read.All.html
TeamworkTag.ReadWrite.All,False,False,Read and write tags in Teams,18,,,teamworktagmember-list|teamworktag-delete|teamworktag-list|teamworktagmember-delete|teamworktag-post,https://graphpermissions.merill.net/permission/TeamworkTag.ReadWrite.All.html
TermStore.Read.All,False,False,Read term store data,22,,,termstore-set-get|termstore-list-groups|termstore-store-get|termstore-term-list-relations|termstore-,https://graphpermissions.merill.net/permission/TermStore.Read.All.html
TermStore.ReadWrite.All,False,False,Read and write term store data,44,,,termstore-group-post|termstore-set-get|termstore-list-groups|termstore-store-get|termstore-term-list,https://graphpermissions.merill.net/permission/TermStore.ReadWrite.All.html
ThreatAssessment.Read.All,False,False,Read threat assessment requests,2,,,threatassessmentrequest-get|informationprotection-list-threatassessmentrequests|threatassessmentrequ,https://graphpermissions.merill.net/permission/ThreatAssessment.Read.All.html
ThreatHunting.Read.All,False,False,Run hunting queries,1,,,security-security-runhuntingquery|security-security-runhuntingquery|security-security-runhuntingquer,https://graphpermissions.merill.net/permission/ThreatHunting.Read.All.html
ThreatIndicators.Read.All,False,False,Read all threat indicators,0,,,,https://graphpermissions.merill.net/permission/ThreatIndicators.Read.All.html
ThreatIndicators.ReadWrite.OwnedBy,False,False,Manage threat indicators this app creates or owns,9,,,tiindicators-post|tiindicators-post|tiindicator-delete|tiindicator-delete|tiindicator-updatetiindica,https://graphpermissions.merill.net/permission/ThreatIndicators.ReadWrite.OwnedBy.html
ThreatIntelligence.Read.All,False,False,Read all threat intelligence information,41,,,security-vulnerabilitycomponent-get|security-vulnerabilitycomponent-get|security-host-list-parenthos,https://graphpermissions.merill.net/permission/ThreatIntelligence.Read.All.html
ThreatSubmission.Read.All,False,False,Read all threat submissions,8,,,security-filethreatsubmission-list|security-filethreatsubmission-list|security-emailthreatsubmission,https://graphpermissions.merill.net/permission/ThreatSubmission.Read.All.html
ThreatSubmission.ReadWrite.All,False,False,Read and write all threat submissions,12,,,security-filethreatsubmission-list|security-filethreatsubmission-list|security-urlthreatsubmission-p,https://graphpermissions.merill.net/permission/ThreatSubmission.ReadWrite.All.html
