PermissionName,ApplicationPermission,DelegatePermission,Description,ApiCount,ApplicationGuid,DelegateGuid,SourceFiles,View
ProgramControl.Read.All,False,False,Read all programs that user can access,0,,,,https://graphpermissions.merill.net/permission/ProgramControl.Read.All.html
ProgramControl.ReadWrite.All,False,False,Manage all programs that user can access,0,,,,https://graphpermissions.merill.net/permission/ProgramControl.ReadWrite.All.html
QnA.Read.All,False,False,Read all Questions and Answers that the user can access.,0,,,,https://graphpermissions.merill.net/permission/QnA.Read.All.html
RecordsManagement.Read.All,False,False,"Read Records Management configuration, labels, and policies",0,,,,https://graphpermissions.merill.net/permission/RecordsManagement.Read.All.html
RecordsManagement.ReadWrite.All,False,False,"Read and write Records Management configuration, labels, and policies",0,,,,https://graphpermissions.merill.net/permission/RecordsManagement.ReadWrite.All.html
Reports.Read.All,False,False,Read all usage reports,0,,,,https://graphpermissions.merill.net/permission/Reports.Read.All.html
ReportSettings.Read.All,False,False,Read admin report settings,0,,,,https://graphpermissions.merill.net/permission/ReportSettings.Read.All.html
ReportSettings.ReadWrite.All,False,False,Read and write admin report settings,0,,,,https://graphpermissions.merill.net/permission/ReportSettings.ReadWrite.All.html
ResourceSpecificPermissionGrant.ReadForUser.All,False,False,Read all resource specific permissions granted on user accounts,0,,,,https://graphpermissions.merill.net/permission/ResourceSpecificPermissionGrant.ReadForUser.All.html
RoleAssignmentSchedule.Read.Directory,False,False,Read all active role assignments for your company's directory,1,,,approval-get|,https://graphpermissions.merill.net/permission/RoleAssignmentSchedule.Read.Directory.html
RoleAssignmentSchedule.ReadWrite.Directory,False,False,"Read, update, and delete all active role assignments for your company's directory",1,,,approval-get|,https://graphpermissions.merill.net/permission/RoleAssignmentSchedule.ReadWrite.Directory.html
RoleEligibilitySchedule.Read.Directory,False,False,Read all eligible role assignments for your company's directory,0,,,,https://graphpermissions.merill.net/permission/RoleEligibilitySchedule.Read.Directory.html
RoleEligibilitySchedule.ReadWrite.Directory,False,False,"Read, update, and delete  all eligible role assignments for your company's directory",0,,,,https://graphpermissions.merill.net/permission/RoleEligibilitySchedule.ReadWrite.Directory.html
RoleManagement.Read.All,False,False,Read role management data for all RBAC providers,10,,,policyroot-list-rolemanagementpolicies|policyroot-list-rolemanagementpolicies|policyroot-list-rolema,https://graphpermissions.merill.net/permission/RoleManagement.Read.All.html
RoleManagement.Read.CloudPC,False,False,Read Cloud PC RBAC settings,2,,,rbacapplication-list-roledefinitions|rbacapplication-list-roledefinitions|unifiedroledefinition-get|,https://graphpermissions.merill.net/permission/RoleManagement.Read.CloudPC.html
RoleManagement.Read.Directory,False,False,Read directory RBAC settings,12,,,policyroot-list-rolemanagementpolicies|policyroot-list-rolemanagementpolicies|policyroot-list-rolema,https://graphpermissions.merill.net/permission/RoleManagement.Read.Directory.html
RoleManagement.Read.Exchange,False,False,Read Exchange Online RBAC configuration,4,,,rbacapplication-list-roleassignments|rbacapplication-list-roledefinitions|unifiedroleassignment-get|,https://graphpermissions.merill.net/permission/RoleManagement.Read.Exchange.html
RoleManagement.ReadWrite.CloudPC,False,False,Read and write Cloud PC RBAC settings,2,,,rbacapplication-list-roledefinitions|rbacapplication-list-roledefinitions|unifiedroledefinition-get|,https://graphpermissions.merill.net/permission/RoleManagement.ReadWrite.CloudPC.html
RoleManagement.ReadWrite.Directory,False,False,Read and write directory RBAC settings,16,,,policyroot-list-rolemanagementpolicies|policyroot-list-rolemanagementpolicies|policyroot-list-rolema,https://graphpermissions.merill.net/permission/RoleManagement.ReadWrite.Directory.html
RoleManagement.ReadWrite.Exchange,False,False,Read and write Exchange Online RBAC configuration,6,,,rbacapplication-list-roleassignments|rbacapplication-list-roledefinitions|rbacapplication-post-rolea,https://graphpermissions.merill.net/permission/RoleManagement.ReadWrite.Exchange.html
RoleManagementAlert.Read.Directory,False,False,Read all alert data for your company's directory,0,,,,https://graphpermissions.merill.net/permission/RoleManagementAlert.Read.Directory.html
RoleManagementAlert.ReadWrite.Directory,False,False,"Read all alert data, configure alerts, and take actions on all alerts for your company's directory",0,,,,https://graphpermissions.merill.net/permission/RoleManagementAlert.ReadWrite.Directory.html
RoleManagementPolicy.Read.AzureADGroup,False,False,Read all policies in PIM for Groups,6,,,policyroot-list-rolemanagementpolicies|policyroot-list-rolemanagementpolicies|policyroot-list-rolema,https://graphpermissions.merill.net/permission/RoleManagementPolicy.Read.AzureADGroup.html
RoleManagementPolicy.Read.Directory,False,False,Read all policies for privileged role assignments of your company's directory,6,,,policyroot-list-rolemanagementpolicies|policyroot-list-rolemanagementpolicies|policyroot-list-rolema,https://graphpermissions.merill.net/permission/RoleManagementPolicy.Read.Directory.html
RoleManagementPolicy.ReadWrite.AzureADGroup,False,False,"Read, update, and delete all policies in PIM for Groups",8,,,policyroot-list-rolemanagementpolicies|policyroot-list-rolemanagementpolicies|policyroot-list-rolema,https://graphpermissions.merill.net/permission/RoleManagementPolicy.ReadWrite.AzureADGroup.html
RoleManagementPolicy.ReadWrite.Directory,False,False,"Read, update, and delete all policies for privileged role assignments of your company's directory",8,,,policyroot-list-rolemanagementpolicies|policyroot-list-rolemanagementpolicies|policyroot-list-rolema,https://graphpermissions.merill.net/permission/RoleManagementPolicy.ReadWrite.Directory.html
Schedule.Read.All,False,False,Read user schedule items,8,,,schedule-list-timeoffreasons|swapshiftschangerequest-get|swapshiftschangerequest-list|timecard-get|t,https://graphpermissions.merill.net/permission/Schedule.Read.All.html
Schedule.ReadWrite.All,False,False,Read and write user schedule items,28,,,openshiftchangerequest-post|schedule-list-timeoffreasons|schedule-post-shifts|schedule-post-timeoffr,https://graphpermissions.merill.net/permission/Schedule.ReadWrite.All.html
SearchConfiguration.Read.All,False,False,Read your organization's search configuration,0,,,,https://graphpermissions.merill.net/permission/SearchConfiguration.Read.All.html
SearchConfiguration.ReadWrite.All,False,False,Read and write your organization's search configuration,0,,,,https://graphpermissions.merill.net/permission/SearchConfiguration.ReadWrite.All.html
SecurityActions.Read.All,False,False,Read your organization's security actions,0,,,,https://graphpermissions.merill.net/permission/SecurityActions.Read.All.html
SecurityActions.ReadWrite.All,False,False,Read and update your organization's security actions,0,,,,https://graphpermissions.merill.net/permission/SecurityActions.ReadWrite.All.html
SecurityAlert.Read.All,False,False,Read all security alerts,0,,,,https://graphpermissions.merill.net/permission/SecurityAlert.Read.All.html
SecurityAlert.ReadWrite.All,False,False,Read and write to all security alerts,0,,,,https://graphpermissions.merill.net/permission/SecurityAlert.ReadWrite.All.html
SecurityAnalyzedMessage.Read.All,False,False,Read metadata and detection details for emails in your organization,0,,,,https://graphpermissions.merill.net/permission/SecurityAnalyzedMessage.Read.All.html
SecurityAnalyzedMessage.ReadWrite.All,False,False,"Read metadata, detection details, and execute remediation actions on emails in your organization",0,,,,https://graphpermissions.merill.net/permission/SecurityAnalyzedMessage.ReadWrite.All.html
SecurityEvents.Read.All,False,False,Read your organization’s security events,0,,,,https://graphpermissions.merill.net/permission/SecurityEvents.Read.All.html
SecurityEvents.ReadWrite.All,False,False,Read and update your organization’s security events,0,,,,https://graphpermissions.merill.net/permission/SecurityEvents.ReadWrite.All.html
SecurityIncident.Read.All,False,False,Read incidents,0,,,,https://graphpermissions.merill.net/permission/SecurityIncident.Read.All.html
SecurityIncident.ReadWrite.All,False,False,Read and write to incidents,0,,,,https://graphpermissions.merill.net/permission/SecurityIncident.ReadWrite.All.html
ServiceHealth.Read.All,False,False,Read service health,0,,,,https://graphpermissions.merill.net/permission/ServiceHealth.Read.All.html
ServiceMessage.Read.All,False,False,Read service announcement messages,0,,,,https://graphpermissions.merill.net/permission/ServiceMessage.Read.All.html
ServicePrincipalEndpoint.Read.All,False,False,Read service principal endpoints,0,,,,https://graphpermissions.merill.net/permission/ServicePrincipalEndpoint.Read.All.html
ServicePrincipalEndpoint.ReadWrite.All,False,False,Read and update service principal endpoints,0,,,,https://graphpermissions.merill.net/permission/ServicePrincipalEndpoint.ReadWrite.All.html
SharePointTenantSettings.Read.All,False,False,Read SharePoint and OneDrive tenant settings,0,,,,https://graphpermissions.merill.net/permission/SharePointTenantSettings.Read.All.html
SharePointTenantSettings.ReadWrite.All,False,False,Read and change SharePoint and OneDrive tenant settings,0,,,,https://graphpermissions.merill.net/permission/SharePointTenantSettings.ReadWrite.All.html
ShortNotes.Read.All,False,False,Read all users' short notes,0,,,,https://graphpermissions.merill.net/permission/ShortNotes.Read.All.html
ShortNotes.ReadWrite.All,False,False,"Read, create, edit, and delete all users' short notes",0,,,,https://graphpermissions.merill.net/permission/ShortNotes.ReadWrite.All.html
Sites.FullControl.All,False,False,Have full control of all site collections,0,,,,https://graphpermissions.merill.net/permission/Sites.FullControl.All.html
Sites.Manage.All,False,False,"Create, edit, and delete items and lists in all site collections",0,,,,https://graphpermissions.merill.net/permission/Sites.Manage.All.html
Sites.Read.All,False,False,Read items in all site collections,1,,,site-list|site-list|site-list|site-list|site-list|site-list|,https://graphpermissions.merill.net/permission/Sites.Read.All.html
Sites.ReadWrite.All,False,False,Edit or delete items in all site collections,1,,,site-list|site-list|site-list|site-list|site-list|site-list|,https://graphpermissions.merill.net/permission/Sites.ReadWrite.All.html
Sites.Selected,False,False,Access selected site collections,0,,,,https://graphpermissions.merill.net/permission/Sites.Selected.html
SubjectRightsRequest.Read.All,False,False,Read subject rights requests,0,,,,https://graphpermissions.merill.net/permission/SubjectRightsRequest.Read.All.html
SubjectRightsRequest.ReadWrite.All,False,False,Read and write subject rights requests,0,,,,https://graphpermissions.merill.net/permission/SubjectRightsRequest.ReadWrite.All.html
Synchronization.Read.All,False,False,Read all Azure AD synchronization data,0,,,,https://graphpermissions.merill.net/permission/Synchronization.Read.All.html
Synchronization.ReadWrite.All,False,False,Read and write all Azure AD synchronization data,0,,,,https://graphpermissions.merill.net/permission/Synchronization.ReadWrite.All.html
SynchronizationData-User.Upload,False,False,Upload user data to the identity synchronization service,0,,,,https://graphpermissions.merill.net/permission/SynchronizationData-User.Upload.html
Tasks.Read.All,False,False,Read all users’ tasks and tasklist,1,,,plannerplan-movetocontainer|,https://graphpermissions.merill.net/permission/Tasks.Read.All.html
Tasks.ReadWrite.All,False,False,Read and write all users’ tasks and tasklists,3,,,todo-post-lists|todo-post-lists|plannerplan-movetocontainer|todo-post-lists|todo-post-lists|,https://graphpermissions.merill.net/permission/Tasks.ReadWrite.All.html
Team.Create,False,False,Create teams,2,,,team-clone|team-clone|team-post|team-post|team-clone|team-clone|team-post|team-post|,https://graphpermissions.merill.net/permission/Team.Create.html
Team.ReadBasic.All,False,False,Read the names and descriptions of teams,11,,,profilephoto-get|profilephoto-get|profilephoto-get|profilephoto-get|profilephoto-get|profilephoto-ge,https://graphpermissions.merill.net/permission/Team.ReadBasic.All.html
TeamMember.Read.All,False,False,Read the members of teams,2,,,team-get-members|team-get-members|team-list-members|team-list-members|team-get-members|team-get-memb,https://graphpermissions.merill.net/permission/TeamMember.Read.All.html
TeamMember.ReadWrite.All,False,False,Add and remove members from teams,2,,,team-get-members|team-get-members|team-list-members|team-list-members|team-get-members|team-get-memb,https://graphpermissions.merill.net/permission/TeamMember.ReadWrite.All.html
TeamMember.ReadWriteNonOwnerRole.All,False,False,Add and remove members with non-owner role for all teams,0,,,,https://graphpermissions.merill.net/permission/TeamMember.ReadWriteNonOwnerRole.All.html
TeamsActivity.Read.All,False,False,Read all users' teamwork activity feed,0,,,,https://graphpermissions.merill.net/permission/TeamsActivity.Read.All.html
TeamsActivity.Send,False,False,Send a teamwork activity as the user,2,,,team-sendactivitynotification|team-sendactivitynotification|chat-sendactivitynotification|chat-senda,https://graphpermissions.merill.net/permission/TeamsActivity.Send.html
TeamsAppInstallation.ReadForChat.All,False,False,Read installed Teams apps for all chats,3,,,chat-get-installedapps|chat-list-installedapps|chat-list-permissiongrants|chat-get-installedapps|cha,https://graphpermissions.merill.net/permission/TeamsAppInstallation.ReadForChat.All.html
TeamsAppInstallation.ReadForTeam.All,False,False,Read installed Teams apps for all teams,3,,,team-get-installedapps|team-list-permissiongrants|team-get-installedapps|team-list-installedapps|tea,https://graphpermissions.merill.net/permission/TeamsAppInstallation.ReadForTeam.All.html
TeamsAppInstallation.ReadForUser.All,False,False,Read installed Teams apps for all users,0,,,,https://graphpermissions.merill.net/permission/TeamsAppInstallation.ReadForUser.All.html
TeamsAppInstallation.ReadWriteAndConsentForChat.All,False,False,Manage installation and permission grants of Teams apps for all chats,2,,,chat-post-installedapps|chat-teamsappinstallation-upgrade|chat-post-installedapps|chat-teamsappinsta,https://graphpermissions.merill.net/permission/TeamsAppInstallation.ReadWriteAndConsentForChat.All.html
TeamsAppInstallation.ReadWriteAndConsentForTeam.All,False,False,Manage installation and permission grants of Teams apps for all teams,4,,,team-get-installedapps|team-post-installedapps|team-teamsappinstallation-upgrade|team-get-installeda,https://graphpermissions.merill.net/permission/TeamsAppInstallation.ReadWriteAndConsentForTeam.All.html
TeamsAppInstallation.ReadWriteAndConsentForUser.All,False,False,Manage installation and permission grants of Teams apps in a user account,0,,,,https://graphpermissions.merill.net/permission/TeamsAppInstallation.ReadWriteAndConsentForUser.All.html
TeamsAppInstallation.ReadWriteAndConsentSelfForChat.All,False,False,Allow the Teams app to manage itself and its permission grants for all chats,2,,,chat-post-installedapps|chat-teamsappinstallation-upgrade|chat-post-installedapps|chat-teamsappinsta,https://graphpermissions.merill.net/permission/TeamsAppInstallation.ReadWriteAndConsentSelfForChat.All.html
TeamsAppInstallation.ReadWriteAndConsentSelfForTeam.All,False,False,Allow the Teams app to manage itself and its permission grants for all teams,4,,,team-get-installedapps|team-post-installedapps|team-teamsappinstallation-upgrade|team-get-installeda,https://graphpermissions.merill.net/permission/TeamsAppInstallation.ReadWriteAndConsentSelfForTeam.All.html
TeamsAppInstallation.ReadWriteAndConsentSelfForUser.All,False,False,Allow the Teams app to manage itself and its permission grants in all user accounts,0,,,,https://graphpermissions.merill.net/permission/TeamsAppInstallation.ReadWriteAndConsentSelfForUser.All.html
TeamsAppInstallation.ReadWriteForChat.All,False,False,Manage Teams apps for all chats,4,,,chat-get-installedapps|chat-list-installedapps|chat-list-permissiongrants|chat-delete-installedapps|,https://graphpermissions.merill.net/permission/TeamsAppInstallation.ReadWriteForChat.All.html
TeamsAppInstallation.ReadWriteForTeam.All,False,False,Manage Teams apps for all teams,4,,,team-delete-installedapps|team-get-installedapps|team-list-permissiongrants|team-delete-installedapp,https://graphpermissions.merill.net/permission/TeamsAppInstallation.ReadWriteForTeam.All.html
TeamsAppInstallation.ReadWriteForUser.All,False,False,Manage Teams apps for all users,0,,,,https://graphpermissions.merill.net/permission/TeamsAppInstallation.ReadWriteForUser.All.html
TeamsAppInstallation.ReadWriteSelfForChat.All,False,False,Allow the Teams app to manage itself for all chats,4,,,chat-get-installedapps|chat-list-installedapps|chat-list-permissiongrants|chat-delete-installedapps|,https://graphpermissions.merill.net/permission/TeamsAppInstallation.ReadWriteSelfForChat.All.html
TeamsAppInstallation.ReadWriteSelfForTeam.All,False,False,Allow the Teams app to manage itself for all teams,3,,,team-delete-installedapps|team-list-permissiongrants|team-delete-installedapps|team-list-installedap,https://graphpermissions.merill.net/permission/TeamsAppInstallation.ReadWriteSelfForTeam.All.html
TeamsAppInstallation.ReadWriteSelfForUser.All,False,False,Allow the app to manage itself for all users,0,,,,https://graphpermissions.merill.net/permission/TeamsAppInstallation.ReadWriteSelfForUser.All.html
TeamSettings.Read.All,False,False,Read teams' settings,3,,,team-get|team-get|user-list-joinedteams|user-list-joinedteams|user-list-joinedteams|user-list-joined,https://graphpermissions.merill.net/permission/TeamSettings.Read.All.html
TeamSettings.ReadWrite.All,False,False,Read and change teams' settings,14,,,profilephoto-update|profilephoto-update|profilephoto-update|profilephoto-update|profilephoto-update|,https://graphpermissions.merill.net/permission/TeamSettings.ReadWrite.All.html
TeamsTab.Create,False,False,Create tabs in Microsoft Teams.,3,,,channel-post-tabs|channel-post-tabs|channel-post-tabs|channel-post-tabs|chat-post-tabs|chat-post-tab,https://graphpermissions.merill.net/permission/TeamsTab.Create.html
TeamsTab.Read.All,False,False,Read tabs in Microsoft Teams.,4,,,channel-get-tabs|channel-get-tabs|channel-list-tabs|channel-list-tabs|channel-get-tabs|channel-get-t,https://graphpermissions.merill.net/permission/TeamsTab.Read.All.html
TeamsTab.ReadWrite.All,False,False,Read and write tabs in Microsoft Teams.,11,,,channel-delete-tabs|channel-delete-tabs|channel-get-tabs|channel-get-tabs|channel-list-tabs|channel-,https://graphpermissions.merill.net/permission/TeamsTab.ReadWrite.All.html
TeamsTab.ReadWriteForChat.All,False,False,Allow the Teams app to manage all tabs for all chats,2,,,chat-get-tabs|chat-post-tabs|,https://graphpermissions.merill.net/permission/TeamsTab.ReadWriteForChat.All.html
TeamsTab.ReadWriteForTeam.All,False,False,Allow the Teams app to manage all tabs for all teams,7,,,channel-delete-tabs|channel-get-tabs|channel-list-tabs|channel-patch-tabs|channel-post-tabs|channel-,https://graphpermissions.merill.net/permission/TeamsTab.ReadWriteForTeam.All.html
TeamsTab.ReadWriteForUser.All,False,False,Allow the app to manage all tabs for all users,0,,,,https://graphpermissions.merill.net/permission/TeamsTab.ReadWriteForUser.All.html
TeamsTab.ReadWriteSelfForChat.All,False,False,Allow the Teams app to manage only its own tabs for all chats,4,,,chat-delete-tabs|chat-get-tabs|chat-patch-tabs|chat-post-tabs|,https://graphpermissions.merill.net/permission/TeamsTab.ReadWriteSelfForChat.All.html
TeamsTab.ReadWriteSelfForTeam.All,False,False,Allow the Teams app to manage only its own tabs for all teams,7,,,channel-delete-tabs|channel-get-tabs|channel-list-tabs|channel-patch-tabs|channel-post-tabs|channel-,https://graphpermissions.merill.net/permission/TeamsTab.ReadWriteSelfForTeam.All.html
TeamsTab.ReadWriteSelfForUser.All,False,False,Allow the Teams app to manage only its own tabs for all users,0,,,,https://graphpermissions.merill.net/permission/TeamsTab.ReadWriteSelfForUser.All.html
TeamTemplates.Read.All,False,False,Read all available Teams Templates,0,,,,https://graphpermissions.merill.net/permission/TeamTemplates.Read.All.html
Teamwork.Migrate.All,False,False,Create chat and channel messages with anyone's identity and with any timestamp,4,,,channel-post-messages|channel-post|chatmessage-post-replies|chatmessage-post|team-post|channel-post-,https://graphpermissions.merill.net/permission/Teamwork.Migrate.All.html
Teamwork.Read.All,False,False,Read organizational teamwork settings,0,,,,https://graphpermissions.merill.net/permission/Teamwork.Read.All.html
TeamworkAppSettings.Read.All,False,False,Read Teams app settings,0,,,,https://graphpermissions.merill.net/permission/TeamworkAppSettings.Read.All.html
TeamworkAppSettings.ReadWrite.All,False,False,Read and write Teams app settings,0,,,,https://graphpermissions.merill.net/permission/TeamworkAppSettings.ReadWrite.All.html
TeamworkDevice.Read.All,False,False,Read Teams devices,0,,,,https://graphpermissions.merill.net/permission/TeamworkDevice.Read.All.html
TeamworkDevice.ReadWrite.All,False,False,Read and write Teams devices,0,,,,https://graphpermissions.merill.net/permission/TeamworkDevice.ReadWrite.All.html
TeamworkTag.Read.All,False,False,Read tags in Teams,0,,,,https://graphpermissions.merill.net/permission/TeamworkTag.Read.All.html
TeamworkTag.ReadWrite.All,False,False,Read and write tags in Teams,0,,,,https://graphpermissions.merill.net/permission/TeamworkTag.ReadWrite.All.html
TermStore.Read.All,False,False,Read term store data,0,,,,https://graphpermissions.merill.net/permission/TermStore.Read.All.html
TermStore.ReadWrite.All,False,False,Read and write term store data,0,,,,https://graphpermissions.merill.net/permission/TermStore.ReadWrite.All.html
ThreatAssessment.Read.All,False,False,Read threat assessment requests,0,,,,https://graphpermissions.merill.net/permission/ThreatAssessment.Read.All.html
ThreatHunting.Read.All,False,False,Run hunting queries,0,,,,https://graphpermissions.merill.net/permission/ThreatHunting.Read.All.html
ThreatIndicators.Read.All,False,False,Read all threat indicators,0,,,,https://graphpermissions.merill.net/permission/ThreatIndicators.Read.All.html
ThreatIndicators.ReadWrite.OwnedBy,False,False,Manage threat indicators this app creates or owns,0,,,,https://graphpermissions.merill.net/permission/ThreatIndicators.ReadWrite.OwnedBy.html
ThreatIntelligence.Read.All,False,False,Read all threat intelligence information,0,,,,https://graphpermissions.merill.net/permission/ThreatIntelligence.Read.All.html
ThreatSubmission.Read.All,False,False,Read all threat submissions,0,,,,https://graphpermissions.merill.net/permission/ThreatSubmission.Read.All.html
ThreatSubmission.ReadWrite.All,False,False,Read and write all threat submissions,0,,,,https://graphpermissions.merill.net/permission/ThreatSubmission.ReadWrite.All.html
ThreatSubmissionPolicy.ReadWrite.All,False,False,Read and write all threat submission policies,0,,,,https://graphpermissions.merill.net/permission/ThreatSubmissionPolicy.ReadWrite.All.html
TrustFrameworkKeySet.Read.All,False,False,Read trust framework key sets,0,,,,https://graphpermissions.merill.net/permission/TrustFrameworkKeySet.Read.All.html
TrustFrameworkKeySet.ReadWrite.All,False,False,Read and write trust framework key sets,0,,,,https://graphpermissions.merill.net/permission/TrustFrameworkKeySet.ReadWrite.All.html
User-LifeCycleInfo.Read.All,False,False,Read all users' lifecycle information,0,,,,https://graphpermissions.merill.net/permission/User-LifeCycleInfo.Read.All.html
User-LifeCycleInfo.ReadWrite.All,False,False,Read and write all users' lifecycle information,0,,,,https://graphpermissions.merill.net/permission/User-LifeCycleInfo.ReadWrite.All.html
User.EnableDisableAccount.All,False,False,Enable and disable user accounts,0,,,,https://graphpermissions.merill.net/permission/User.EnableDisableAccount.All.html
User.Export.All,False,False,Export user's data,1,,,datapolicyoperation-get|datapolicyoperation-get|,https://graphpermissions.merill.net/permission/User.Export.All.html
User.Invite.All,False,False,Invite guest users to the organization,0,,,,https://graphpermissions.merill.net/permission/User.Invite.All.html
User.ManageIdentities.All,False,False,Manage  user identities,0,,,,https://graphpermissions.merill.net/permission/User.ManageIdentities.All.html
User.Read.All,False,False,Read all users' full profiles,18,,,directoryobject-checkmembergroups|directoryobject-checkmembergroups|directoryobject-checkmembergroup,https://graphpermissions.merill.net/permission/User.Read.All.html
User.ReadWrite.All,False,False,Read and write all users' full profiles,19,,,directoryobject-checkmemberobjects|directoryobject-checkmemberobjects|directoryobject-getmemberobjec,https://graphpermissions.merill.net/permission/User.ReadWrite.All.html
UserAuthenticationMethod.Read.All,False,False,Read all users' authentication methods,10,,,authentication-list-passwordmethods|authentication-list-passwordmethods|authentication-list-software,https://graphpermissions.merill.net/permission/UserAuthenticationMethod.Read.All.html
UserAuthenticationMethod.ReadWrite.All,False,False,Read and write all users' authentication methods.,21,,,authentication-list-passwordmethods|authentication-list-passwordmethods|authentication-list-software,https://graphpermissions.merill.net/permission/UserAuthenticationMethod.ReadWrite.All.html
UserNotification.ReadWrite.CreatedByApp,False,False,Deliver and manage user's notifications,0,,,,https://graphpermissions.merill.net/permission/UserNotification.ReadWrite.CreatedByApp.html
UserShiftPreferences.Read.All,False,False,Read all user shift preferences,0,,,,https://graphpermissions.merill.net/permission/UserShiftPreferences.Read.All.html
UserShiftPreferences.ReadWrite.All,False,False,Read and write all user shift preferences,0,,,,https://graphpermissions.merill.net/permission/UserShiftPreferences.ReadWrite.All.html
UserTeamwork.Read.All,False,False,Read all user teamwork settings,0,,,,https://graphpermissions.merill.net/permission/UserTeamwork.Read.All.html
VirtualAppointment.Read.All,False,False,"Read all virtual appointments for users, as authorized by online meetings application access policy",0,,,,https://graphpermissions.merill.net/permission/VirtualAppointment.Read.All.html
VirtualAppointment.ReadWrite.All,False,False,"Read-write all virtual appointments for users, as authorized by online meetings app access policy",0,,,,https://graphpermissions.merill.net/permission/VirtualAppointment.ReadWrite.All.html
VirtualEvent.Read.All,False,False,Read all users' virtual events,1,,,virtualeventsroot-list-webinars|,https://graphpermissions.merill.net/permission/VirtualEvent.Read.All.html
WindowsUpdates.ReadWrite.All,False,False,Read and write all Windows update deployment settings,0,,,,https://graphpermissions.merill.net/permission/WindowsUpdates.ReadWrite.All.html
WorkforceIntegration.ReadWrite.All,False,False,Read and write workforce integrations,0,,,,https://graphpermissions.merill.net/permission/WorkforceIntegration.ReadWrite.All.html
AgreementAcceptance.Read,False,False,Read user terms of use acceptance statuses,0,,,,https://graphpermissions.merill.net/permission/AgreementAcceptance.Read.html
Analytics.Read,False,False,Read user activity statistics,0,,,,https://graphpermissions.merill.net/permission/Analytics.Read.html
AppCatalog.Submit,False,False,Submit application packages to the catalog and cancel pending submissions,4,,,appcatalogs-list-teamsapps|teamsapp-delete|teamsapp-publish|teamsapp-update|appcatalogs-list-teamsap,https://graphpermissions.merill.net/permission/AppCatalog.Submit.html
AppCertTrustConfiguration.Read.All,False,False,Read the trusted certificate authority configuration for applications,0,,,,https://graphpermissions.merill.net/permission/AppCertTrustConfiguration.Read.All.html
AppCertTrustConfiguration.ReadWrite.All,False,False,Read and write the trusted certificate authority configuration for applications,0,,,,https://graphpermissions.merill.net/permission/AppCertTrustConfiguration.ReadWrite.All.html
BitlockerKey.Read.All,False,False,Read BitLocker keys,0,,,,https://graphpermissions.merill.net/permission/BitlockerKey.Read.All.html
BitlockerKey.ReadBasic.All,False,False,Read BitLocker keys basic information,0,,,,https://graphpermissions.merill.net/permission/BitlockerKey.ReadBasic.All.html
Bookings.Manage.All,False,False,Manage bookings information,0,,,,https://graphpermissions.merill.net/permission/Bookings.Manage.All.html
Bookings.ReadWrite.All,False,False,Read and write bookings information,0,,,,https://graphpermissions.merill.net/permission/Bookings.ReadWrite.All.html
BusinessScenarioConfig.Read.All,False,False,Read business scenario configurations,0,,,,https://graphpermissions.merill.net/permission/BusinessScenarioConfig.Read.All.html
BusinessScenarioConfig.ReadWrite.All,False,False,Read and write business scenario configurations,0,,,,https://graphpermissions.merill.net/permission/BusinessScenarioConfig.ReadWrite.All.html
Calendars.Read.Shared,False,False,Read user and shared calendars,0,,,,https://graphpermissions.merill.net/permission/Calendars.Read.Shared.html
Calendars.ReadBasic,False,False,Read basic details of user calendars,1,,,event-get|event-get|event-get|user-list-events|user-list-events|user-list-events|event-get|event-get,https://graphpermissions.merill.net/permission/Calendars.ReadBasic.html
Calendars.ReadWrite.Shared,False,False,Read and write user and shared calendars,0,,,,https://graphpermissions.merill.net/permission/Calendars.ReadWrite.Shared.html
ChannelMessage.Edit,False,False,Edit user's channel messages,0,,,,https://graphpermissions.merill.net/permission/ChannelMessage.Edit.html
ChannelMessage.ReadWrite,False,False,Read and write user channel messages,6,,,chatmessage-softdelete|chatmessage-softdelete|chatmessage-undosoftdelete|chatmessage-undosoftdelete|,https://graphpermissions.merill.net/permission/ChannelMessage.ReadWrite.html
ChannelMessage.Send,False,False,Send channel messages,6,,,channel-post-messages|chatmessage-post-replies|chatmessage-post|chatmessage-setreaction|chatmessage-,https://graphpermissions.merill.net/permission/ChannelMessage.Send.html
Chat.Read,False,False,Read user chat messages,21,,,chat-list|chatmessage-get|chatmessage-get|chatmessage-list-hostedcontents|chatmessage-list-hostedcon,https://graphpermissions.merill.net/permission/Chat.Read.html
Chat.ReadBasic,False,False,Read names and members of user chat threads,12,,,chat-list|conversationmember-get|conversationmember-get|chat-get-members|chat-get-members|chat-get|c,https://graphpermissions.merill.net/permission/Chat.ReadBasic.html
Chat.ReadWrite,False,False,Read and write user chat messages,33,,,chat-list|chatmessage-get|chatmessage-get|chatmessage-list-hostedcontents|chatmessage-list-hostedcon,https://graphpermissions.merill.net/permission/Chat.ReadWrite.html
ChatMember.Read,False,False,Read the members of chats,4,,,chat-get-members|chat-get-members|chat-list-members|chat-list-members|,https://graphpermissions.merill.net/permission/ChatMember.Read.html
ChatMember.ReadWrite,False,False,Add and remove members from chats,6,,,chat-delete-members|chat-get-members|chat-get-members|chat-list-members|chat-list-members|chat-post-,https://graphpermissions.merill.net/permission/ChatMember.ReadWrite.html
ChatMessage.Read,False,False,Read user chat messages,0,,,,https://graphpermissions.merill.net/permission/ChatMessage.Read.html
